,tconst,primaryTitle
885,tt1700841,Sausage Party
886,tt1216475,Cars 2
887,tt3469046,Despicable Me 3
888,tt1985966,Cloudy with a Chance of Meatballs 2
889,tt2357291,Rio 2
890,tt0892791,Shrek Forever After
891,tt2709692,The Grinch
892,tt5220122,Hotel Transylvania 3: Summer Vacation
893,tt3874544,The Boss Baby
894,tt1860353,Turbo
895,tt1482459,The Lorax
896,tt1679335,Trolls
897,tt2293640,Minions
898,tt5113040,The Secret Life of Pets 2
899,tt2709768,The Secret Life of Pets
900,tt1667889,Ice Age 4: Continental Drift
901,tt2510894,Hotel Transylvania 2
902,tt2224026,Home
903,tt6182908,Smallfoot
904,tt1911658,Penguins of Madagascar
905,tt3606752,Cars 3
906,tt3411444,Ferdinand
907,tt1979388,The Good Dinosaur
908,tt4624424,Storks
909,tt4520988,Frozen II
910,tt8115900,The Bad Guys
911,tt0787474,The Boxtrolls
912,tt1430626,The Pirates! Band of Misfits
913,tt0864835,Mr. Peabody & Sherman
914,tt2850386,The Croods: A New Age
915,tt5113044,Minions: The Rise of Gru
916,tt7504818,Ron's Gone Wrong
917,tt6324278,Abominable
918,tt3513500,Chip 'n Dale: Rescue Rangers
919,tt8097030,Turning Red
920,tt2452042,The Peanuts Movie
921,tt0448694,Puss in Boots
922,tt5848272,Ralph Breaks the Internet
923,tt6467266,Sing 2
924,tt2872750,Shaun the Sheep Movie
925,tt2262227,The Book of Life
926,tt7146812,Onward
927,tt12801262,Luca
928,tt7979580,The Mitchells vs the Machines
929,tt1623288,ParaNorman
930,tt1430607,Arthur Christmas
931,tt1277953,Madagascar 3: Europe's Most Wanted
932,tt5104604,Isle of Dogs
933,tt0366548,Happy Feet
934,tt4729430,Klaus
935,tt0358082,Robots
936,tt1979376,Toy Story 4
937,tt1067106,A Christmas Carol
938,tt0479952,Madagascar: Escape 2 Africa
939,tt1436562,Rio
940,tt0481499,The Croods
941,tt0451079,Horton Hears a Who!
942,tt0443536,Hoodwinked
943,tt0423294,Surf's Up
944,tt2277860,Finding Dory
945,tt0837562,Hotel Transylvania
946,tt0397892,Bolt
947,tt0780521,The Princess and the Frog
948,tt0396555,Meet the Robinsons
949,tt2948372,Soul
950,tt0844471,Cloudy with a Chance of Meatballs
951,tt0327084,Over the Hedge
952,tt1080016,Ice Age: Dawn of the Dinosaurs
953,tt0338348,The Polar Express
954,tt0438097,Ice Age: The Meltdown
955,tt3521164,Moana
956,tt0461770,Enchanted
957,tt1453405,Monsters University
958,tt1690953,Despicable Me 2
959,tt1217209,Brave
960,tt2948356,Zootopia
961,tt2380307,Coco
962,tt1772341,Wreck-It Ralph
963,tt0351283,Madagascar
964,tt0462538,The Simpsons Movie
965,tt0398286,Tangled
966,tt2294629,Frozen
967,tt1323594,Despicable Me
968,tt0317219,Cars
969,tt2096673,Inside Out
970,tt0432283,Fantastic Mr. Fox
971,tt0298148,Shrek 2
972,tt0435761,Toy Story 3
973,tt0382932,Ratatouille
974,tt0165982,Sinbad: Legend of the Seven Seas
975,tt1049413,Up
976,tt0266543,Finding Nemo
977,tt0198781,"Monsters, Inc."
978,tt0268380,Ice Age
979,tt0126029,Shrek
980,tt0876563,Ponyo
981,tt0328880,Brother Bear
982,tt0114709,Toy Story
983,tt0120363,Toy Story 2
984,tt0345950,The SpongeBob SquarePants Movie
985,tt0808506,The Girl Who Leapt Through Time
986,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit
987,tt0388473,Tokyo Godfathers
988,tt0347618,The Cat Returns
989,tt0275847,Lilo & Stitch
990,tt0120917,The Emperor's New Groove
991,tt0138749,The Road to El Dorado
992,tt0120630,Chicken Run
993,tt0120762,Mulan
994,tt0120855,Tarzan
995,tt0120623,A Bug's Life
996,tt0103639,Aladdin
997,tt0119282,Hercules
998,tt0120587,Antz
999,tt0117705,Space Jam
1000,tt0115641,Beavis and Butt-Head Do America
1001,tt0113198,A Goofy Movie
1002,tt0104652,Porco Rosso
1003,tt0097757,The Little Mermaid
1004,tt0096438,Who Framed Roger Rabbit
1005,tt0100477,The Rescuers Down Under
1006,tt0099472,DuckTales the Movie: Treasure of the Lost Lamp
1007,tt0096787,All Dogs Go to Heaven
1008,tt0095776,Oliver & Company
1009,tt0090633,An American Tail
1010,tt0076618,The Rescuers
1011,tt0076363,The Many Adventures of Winnie the Pooh
1012,tt0070608,Robin Hood
1013,tt0066817,Bedknobs and Broomsticks
1014,tt0065421,The Aristocats
1015,tt0063823,Yellow Submarine
1016,tt0061852,The Jungle Book
1017,tt0057546,The Sword in the Stone
1018,tt0055254,One Hundred and One Dalmatians
1019,tt0048280,Lady and the Tramp
1020,tt0043274,Alice in Wonderland
1021,tt0032910,Pinocchio
1022,tt0029583,Snow White and the Seven Dwarfs
1023,tt0046183,Peter Pan
1024,tt0053285,Sleeping Beauty
1025,tt0910970,WALL·E
1026,tt0092067,Castle in the Sky
1027,tt0245429,Spirited Away
1028,tt0097814,Kiki's Delivery Service
1029,tt0133240,Treasure Planet
1030,tt0347149,Howl's Moving Castle
1031,tt0091149,The Great Mouse Detective
1032,tt0485601,The Secret of Kells
1033,tt0116683,James and the Giant Peach
1034,tt0104254,FernGully: The Last Rainforest
1035,tt0101329,An American Tail: Fievel Goes West
1036,tt5198068,Wolfwalkers
1037,tt0082509,Heavy Metal
1038,tt0119698,Princess Mononoke
1039,tt0077869,The Lord of the Rings
1040,tt0495596,Tales from Earthsea
1041,tt0079833,Lupin III: The Castle of Cagliostro
1042,tt0088814,The Black Cauldron
1043,tt0092106,The Transformers: The Movie
1044,tt0107692,Ninja Scroll
1045,tt0106364,Batman: Mask of the Phantasm
1046,tt0190641,Pokémon: The First Movie - Mewtwo Strikes Back
1047,tt0268397,Jimmy Neutron: Boy Genius
1048,tt0436339,G-Force
1049,tt0181739,Osmosis Jones
1050,tt0120913,Titan A.E.
1051,tt0173840,Final Fantasy: The Spirits Within
1052,tt1185834,Star Wars: The Clone Wars
1053,tt0230011,Atlantis: The Lost Empire
1054,tt0453556,TMNT
1055,tt0442933,Beowulf
1056,tt0375568,Astro Boy
1057,tt10298810,Lightyear
1058,tt0424095,Flushed Away
1059,tt0892782,Monsters vs. Aliens
1060,tt0129167,The Iron Giant
1061,tt1985949,The Angry Birds Movie
1062,tt2091256,Captain Underpants: The First Epic Movie
1063,tt0385700,Final Fantasy VII: Advent Children
1064,tt0848537,Epic
1065,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole
1066,tt6095472,The Angry Birds Movie 2
1067,tt0472033,9
1068,tt3513498,The Lego Movie 2: The Second Part
1069,tt1474276,Summer Wars
1070,tt2263944,Dragon Ball Z: Battle of Gods
1071,tt5814534,Spies in Disguise
1072,tt1446192,Rise of the Guardians
1073,tt2267968,Kung Fu Panda 3
1074,tt1192628,Rango
1075,tt0983193,The Adventures of Tintin
1076,tt1302011,Kung Fu Panda 2
1077,tt11657662,The Witcher: Nightmare of the Wolf
1078,tt4116284,The Lego Batman Movie
1079,tt2386490,How to Train Your Dragon: The Hidden World
1080,tt5109280,Raya and the Last Dragon
1081,tt4302938,Kubo and the Two Strings
1082,tt7961060,Dragon Ball Super: Broly
1083,tt3606756,Incredibles 2
1084,tt1490017,The Lego Movie
1085,tt1646971,How to Train Your Dragon 2
1086,tt0441773,Kung Fu Panda
1087,tt11032374,Demon Slayer the Movie: Mugen Train
1088,tt2245084,Big Hero 6
1089,tt0317705,The Incredibles
1090,tt4633694,Spider-Man: Into the Spider-Verse
1091,tt0892769,How to Train Your Dragon
1092,tt0015864,The Gold Rush
1093,tt0034240,Sullivan's Travels
1094,tt0065988,Little Big Man
1095,tt0089457,Ladyhawke
1096,tt0105629,Toys
1097,tt0107131,Homeward Bound: The Incredible Journey
1098,tt0120595,Babe: Pig in the City
1099,tt0120669,Fear and Loathing in Las Vegas
1100,tt0120783,The Parent Trap
1101,tt0245686,Joe Dirt
1102,tt0120655,Dogma
1103,tt0181875,Almost Famous
1104,tt0165832,Interstate 60: Episodes of the Road
1105,tt0402894,Casanova
1106,tt0311289,Holes
1107,tt0407265,Transamerica
1108,tt0410377,Nim's Island
1109,tt1176740,Away We Go
1110,tt0892318,Letters to Juliet
1111,tt1667353,Mirror Mirror
1112,tt2179116,The Kings of Summer
1113,tt2883512,Chef
1114,tt1821549,Nebraska
1115,tt0359950,The Secret Life of Walter Mitty
1116,tt3322420,Queen
1117,tt4575576,Christopher Robin
1118,tt2180411,Into the Woods
1119,tt0825232,The Bucket List
1120,tt4698684,Hunt for the Wilderpeople
1121,tt1307068,Seeking a Friend for the End of the World
1122,tt1753383,A Dog's Purpose
1123,tt1862079,Safety Not Guaranteed
1124,tt1440345,This Must Be the Place
1125,tt3622592,Paper Towns
1126,tt4364194,The Peanut Butter Falcon
1127,tt0838221,The Darjeeling Limited
1128,tt3564472,Girls Trip
1129,tt1626146,Hector and the Search for Happiness
1130,tt0102034,Highlander II: The Quickening
1131,tt0089893,Red Sonja
1132,tt0119707,Mortal Kombat: Annihilation
1133,tt0093507,Masters of the Universe
1134,tt0085811,Krull
1135,tt0087078,Conan the Destroyer
1136,tt0190374,Dungeons & Dragons
1137,tt1098327,Dragonball Evolution
1138,tt0098382,Star Trek V: The Final Frontier
1139,tt0082198,Conan the Barbarian
1140,tt0091203,Highlander
1141,tt0460780,In the Name of the King: A Dungeon Siege Tale
1142,tt0113855,Mortal Kombat
1143,tt1043726,The Legend of Hercules
1144,tt0116136,DragonHeart
1145,tt0277296,The Scorpion King
1146,tt0475944,The Covenant
1147,tt0146316,Lara Croft: Tomb Raider
1148,tt0325703,Lara Croft Tomb Raider: The Cradle of Life
1149,tt0311429,The League of Extraordinary Gentlemen
1150,tt0253556,Reign of Fire
1151,tt0816462,Conan the Barbarian
1152,tt0120667,Fantastic Four
1153,tt0486576,Fantastic 4: Rise of the Silver Surfer
1154,tt0338526,Van Helsing
1155,tt0479997,Season of the Witch
1156,tt0450405,Cirque du Freak: The Vampire's Assistant
1157,tt1509767,The Three Musketeers
1158,tt0822847,Priest
1159,tt1121096,Seventh Son
1160,tt2274648,Hellboy
1161,tt0970452,Solomon Kane
1162,tt2404233,Gods of Egypt
1163,tt6475714,Monster Hunter
1164,tt0800320,Clash of the Titans
1165,tt1646987,Wrath of the Titans
1166,tt2345759,The Mummy
1167,tt1538403,The Mortal Instruments: City of Bones
1168,tt10451914,Outside the Wire
1169,tt3717252,Underworld: Blood Wars
1170,tt1648190,The Dark Tower
1171,tt7126948,Wonder Woman 1984
1172,tt0978764,Sucker Punch
1173,tt1618442,The Last Witch Hunter
1174,tt2076822,Chaos Walking
1175,tt0209163,The Mummy Returns
1176,tt2034800,The Great Wall
1177,tt1267297,Hercules
1178,tt3717490,Power Rangers
1179,tt0865556,The Forbidden Kingdom
1180,tt1351685,Jack the Giant Slayer
1181,tt6402468,Blood Red Sky
1182,tt1571234,Mortal Engines
1183,tt3741700,Godzilla: King of the Monsters
1184,tt0293429,Mortal Kombat
1185,tt4123432,Fantastic Beasts: The Secrets of Dumbledore
1186,tt2239822,Valerian and the City of a Thousand Planets
1187,tt1365519,Tomb Raider
1188,tt0473075,Prince of Persia: The Sands of Time
1189,tt0167190,Hellboy
1190,tt9032400,Eternals
1191,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales
1192,tt0803096,Warcraft
1193,tt0411477,Hellboy II: The Golden Army
1194,tt3731562,Kong: Skull Island
1195,tt0974015,Justice League
1196,tt2527338,Star Wars: Episode IX - The Rise of Skywalker
1197,tt9419884,Doctor Strange in the Multiverse of Madness
1198,tt0120616,The Mummy
1199,tt1477834,Aquaman
1200,tt9376612,Shang-Chi and the Legend of the Ten Rings
1201,tt1298650,Pirates of the Caribbean: On Stranger Tides
1202,tt1386697,Suicide Squad
1203,tt12361974,Zack Snyder's Justice League
1204,tt2527336,Star Wars: Episode VIII - The Last Jedi
1205,tt1981115,Thor: The Dark World
1206,tt0449088,Pirates of the Caribbean: At World's End
1207,tt0121765,Star Wars: Episode II - Attack of the Clones
1208,tt0451279,Wonder Woman
1209,tt0120915,Star Wars: Episode I - The Phantom Menace
1210,tt1211837,Doctor Strange
1211,tt0383574,Pirates of the Caribbean: Dead Man's Chest
1212,tt10872600,Spider-Man: No Way Home
1213,tt0800369,Thor
1214,tt0121766,Star Wars: Episode III - Revenge of the Sith
1215,tt0499549,Avatar
1216,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl
1217,tt0086190,Star Wars: Episode VI - Return of the Jedi
1218,tt0076759,Star Wars
1219,tt0080684,Star Wars: Episode V - The Empire Strikes Back
1220,tt0903624,The Hobbit: An Unexpected Journey
1221,tt2310332,The Hobbit: The Battle of the Five Armies
1222,tt1170358,The Hobbit: The Desolation of Smaug
1223,tt1201607,Harry Potter and the Deathly Hallows: Part 2
1224,tt0089469,Legend
1225,tt1620680,A Wrinkle in Time
1226,tt3183660,Fantastic Beasts and Where to Find Them
1227,tt3089630,Artemis Fowl
1228,tt0241527,Harry Potter and the Sorcerer's Stone
1229,tt1587310,Maleficent
1230,tt4777008,Maleficent: Mistress of Evil
1231,tt3861390,Dumbo
1232,tt0304141,Harry Potter and the Prisoner of Azkaban
1233,tt2567026,Alice Through the Looking Glass
1234,tt0926084,Harry Potter and the Deathly Hallows: Part 1
1235,tt0330373,Harry Potter and the Goblet of Fire
1236,tt1623205,Oz the Great and Powerful
1237,tt4123430,Fantastic Beasts: The Crimes of Grindelwald
1238,tt5523010,The Nutcracker and the Four Realms
1239,tt1014759,Alice in Wonderland
1240,tt2771200,Beauty and the Beast
1241,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
1242,tt0486655,Stardust
1243,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader
1244,tt3691740,The BFG
1245,tt0385752,The Golden Compass
1246,tt0814255,Percy Jackson & the Olympians: The Lightning Thief
1247,tt0295297,Harry Potter and the Chamber of Secrets
1248,tt1854564,Percy Jackson: Sea of Monsters
1249,tt0970411,City of Ember
1250,tt0093779,The Princess Bride
1251,tt0494238,Inkheart
1252,tt0760329,The Water Horse
1253,tt0316396,Peter Pan
1254,tt0032138,The Wizard of Oz
1255,tt0062803,Chitty Chitty Bang Bang
1256,tt0091369,Labyrinth
1257,tt0083791,The Dark Crystal
1258,tt0089908,Return to Oz
1259,tt0107688,The Nightmare Before Christmas
1260,tt0101414,Beauty and the Beast
1261,tt3666024,The Red Turtle
1262,tt0120910,Fantasia 2000
1263,tt0032455,Fantasia
1264,tt0042332,Cinderella
1265,tt0067992,Willy Wonka & the Chocolate Factory
1266,tt0110527,Miracle on 34th Street
1267,tt0109127,Angels in the Outfield
1268,tt0107120,Hocus Pocus
1269,tt0092494,*batteries not included
1270,tt0117008,Matilda
1271,tt0107985,Rookie of the Year
1272,tt0112642,Casper
1273,tt0093148,Harry and the Hendersons
1274,tt0219854,The Kid
1275,tt0322330,Freaky Friday
1276,tt0396752,Nanny McPhee
1277,tt0327679,Ella Enchanted
1278,tt0170016,How the Grinch Stole Christmas
1279,tt0058331,Mary Poppins
1280,tt0304669,The Santa Clause 2
1281,tt0457419,Mr. Magorium's Wonder Emporium
1282,tt1415283,Nanny McPhee Returns
1283,tt1396218,Mr. Popper's Penguins
1284,tt0118998,Doctor Dolittle
1285,tt0486583,Fred Claus
1286,tt0429591,Aquamarine
1287,tt0413099,Evan Almighty
1288,tt0109813,The Flintstones
1289,tt0338094,The Haunted Mansion
1290,tt2119543,The House with a Clock in Its Walls
1291,tt1222817,Zookeeper
1292,tt0240462,Dr. Dolittle 2
1293,tt0808510,Tooth Fairy
1294,tt10155932,Cinderella
1295,tt0362165,Son of the Mask
1296,tt0048960,Around the World in 80 Days
1297,tt0079588,The Muppet Movie
1298,tt0089218,The Goonies
1299,tt0089791,Pee-wee's Big Adventure
1300,tt0091059,Flight of the Navigator
1301,tt0113497,Jumanji
1302,tt0102057,Hook
1303,tt0106611,Cool Runnings
1304,tt0100944,The Witches
1305,tt0097523,"Honey, I Shrunk the Kids"
1306,tt0319343,Elf
1307,tt0367594,Charlie and the Chocolate Factory
1308,tt4468740,Paddington 2
1309,tt0339291,A Series of Unfortunate Events
1310,tt0118689,Bean
1311,tt1204342,The Muppets
1312,tt1109624,Paddington
1313,tt0250223,Asterix & Obelix: Mission Cleopatra
1314,tt0477347,Night at the Museum
1315,tt6139732,Aladdin
1316,tt2990140,The Christmas Chronicles
1317,tt0110443,Major Payne
1318,tt5028340,Mary Poppins Returns
1319,tt0081353,Popeye
1320,tt0413895,Charlotte's Web
1321,tt0164912,Stuart Little
1322,tt2692250,Night at the Museum: Secret of the Tomb
1323,tt0133385,Asterix and Obelix vs. Caesar
1324,tt1078912,Night at the Museum: Battle of the Smithsonian
1325,tt0116705,Jingle All the Way
1326,tt0960731,Bedtime Stories
1327,tt11057644,The Christmas Chronicles: Part Two
1328,tt1067774,Monte Carlo
1329,tt0265298,Big Fat Liar
1330,tt0306841,The Lizzie McGuire Movie
1331,tt0452598,Cheaper by the Dozen 2
1332,tt0449089,RV
1333,tt6673612,Dolittle
1334,tt0267913,Scooby-Doo
1335,tt0281373,Snow Dogs
1336,tt0805647,The Witches
1337,tt0331632,Scooby-Doo 2: Monsters Unleashed
1338,tt0463872,Asterix at the Olympic Games
1339,tt0104437,"Honey, I Blew Up the Kid"
1340,tt0765476,Meet Dave
1341,tt0400497,Herbie Fully Loaded
1342,tt0211181,102 Dalmatians
1343,tt1320261,Gulliver's Travels
1344,tt0368578,Are We There Yet?
1345,tt0452681,The Santa Clause 3: The Escape Clause
1346,tt0108255,Super Mario Bros.
1347,tt0312528,The Cat in the Hat
1348,tt3783958,La La Land
1349,tt3544112,Sing Street
1350,tt0073440,Nashville
1351,tt1068242,Footloose
1352,tt3312830,Youth
1353,tt0158371,Sweet and Lowdown
1354,tt2042568,Inside Llewyn Davis
1355,tt3547740,The Bélier Family
1356,tt10366460,CODA
1357,tt0101605,The Commitments
1358,tt0248845,Hedwig and the Angry Inch
1359,tt0094715,Beaches
1360,tt0200550,Coyote Ugly
1361,tt1980929,Begin Again
1362,tt0372824,The Chorus
1363,tt0146882,High Fidelity
1364,tt1182937,Rab Ne Bana Di Jodi
1365,tt0105415,Singles
1366,tt1605717,Frank
1367,tt0112950,Empire Records
1368,tt0379217,Coffee and Cigarettes
1369,tt0303933,Drumline
1370,tt0133189,SLC Punk!
1371,tt0981227,Nick and Norah's Infinite Playlist
1372,tt2268016,Magic Mike XXL
1373,tt0100436,Pump Up the Volume
1374,tt0358135,Shall We Dance
1375,tt0117887,That Thing You Do!
1376,tt1131729,The Boat That Rocked
1377,tt0105488,Strictly Ballroom
1378,tt1375666,Inception
1379,tt0848228,The Avengers
1380,tt4154756,Avengers: Infinity War
1381,tt1392190,Mad Max: Fury Road
1382,tt0371746,Iron Man
1383,tt2488496,Star Wars: Episode VII - The Force Awakens
1384,tt1843866,Captain America: The Winter Soldier
1385,tt1392170,The Hunger Games
1386,tt3498820,Captain America: Civil War
1387,tt2395427,Avengers: Age of Ultron
1388,tt1877832,X-Men: Days of Future Past
1389,tt0107290,Jurassic Park
1390,tt1300854,Iron Man 3
1391,tt1631867,Edge of Tomorrow
1392,tt1270798,X-Men: First Class
1393,tt1825683,Black Panther
1394,tt0458339,Captain America: The First Avenger
1395,tt3748528,Rogue One: A Star Wars Story
1396,tt0770828,Man of Steel
1397,tt1228705,Iron Man 2
1398,tt1951264,The Hunger Games: Catching Fire
1399,tt0796366,Star Trek
1400,tt0145487,Spider-Man
1401,tt2250912,Spider-Man: Homecoming
1402,tt0316654,Spider-Man 2
1403,tt0090605,Aliens
1404,tt1408101,Star Trek Into Darkness
1405,tt0948470,The Amazing Spider-Man
1406,tt0369610,Jurassic World
1407,tt0418279,Transformers
1408,tt2975590,Batman v Superman: Dawn of Justice
1409,tt0120903,X-Men
1410,tt6320628,Spider-Man: Far from Home
1411,tt1677720,Ready Player One
1412,tt1483013,Oblivion
1413,tt4154664,Captain Marvel
1414,tt1663662,Pacific Rim
1415,tt0119116,The Fifth Element
1416,tt0379786,Serenity
1417,tt0116629,Independence Day
1418,tt3385516,X-Men: Apocalypse
1419,tt1270797,Venom
1420,tt1872181,The Amazing Spider-Man 2
1421,tt1951265,The Hunger Games: Mockingjay - Part 1
1422,tt0376994,X-Men: The Last Stand
1423,tt0437086,Alita: Battle Angel
1424,tt0800080,The Incredible Hulk
1425,tt3778644,Solo: A Star Wars Story
1426,tt0413300,Spider-Man 3
1427,tt3480822,Black Widow
1428,tt0407304,War of the Worlds
1429,tt0831387,Godzilla
1430,tt2660888,Star Trek Beyond
1431,tt1104001,TRON: Legacy
1432,tt0319262,The Day After Tomorrow
1433,tt0120591,Armageddon
1434,tt0438488,Terminator Salvation
1435,tt1951266,The Hunger Games: Mockingjay - Part 2
1436,tt0119567,The Lost World: Jurassic Park
1437,tt1399103,Transformers: Dark of the Moon
1438,tt18689424,Batman v Superman: Dawn of Justice Ultimate Edition
1439,tt0401729,John Carter
1440,tt1731141,Ender's Game
1441,tt4701182,Bumblebee
1442,tt3072482,Hardcore Henry
1443,tt1340138,Terminator Genisys
1444,tt4046784,Maze Runner: The Scorch Trials
1445,tt1424381,Predators
1446,tt1411250,Riddick
1447,tt4881806,Jurassic World: Fallen Kingdom
1448,tt1055369,Transformers: Revenge of the Fallen
1449,tt2908446,The Divergent Series: Insurgent
1450,tt1386703,Total Recall
1451,tt0489099,Jumper
1452,tt2106651,Spectral
1453,tt6450804,Terminator: Dark Fate
1454,tt4500922,Maze Runner: The Death Cure
1455,tt0296572,The Chronicles of Riddick
1456,tt1464540,I Am Number Four
1457,tt1190080,2012
1458,tt2231461,Rampage
1459,tt0348150,Superman Returns
1460,tt7097896,Venom: Let There Be Carnage
1461,tt7605074,The Wandering Earth
1462,tt1440129,Battleship
1463,tt6565702,X-Men: Dark Phoenix
1464,tt2109248,Transformers: Age of Extinction
1465,tt8041270,Jurassic World Dominion
1466,tt1634106,Bloodshot
1467,tt1025100,Gemini Man
1468,tt2094766,Assassin's Creed
1469,tt2557478,Pacific Rim: Uprising
1470,tt1583421,G.I. Joe: Retaliation
1471,tt1133985,Green Lantern
1472,tt1217613,Battle Los Angeles
1473,tt0462465,Outlander
1474,tt5834426,Moonfall
1475,tt1046173,G.I. Joe: The Rise of Cobra
1476,tt3829266,The Predator
1477,tt1617661,Jupiter Ascending
1478,tt3371366,Transformers: The Last Knight
1479,tt1628841,Independence Day: Resurgence
1480,tt2304933,The 5th Wave
1481,tt1815862,After Earth
1482,tt1502712,Fantastic Four
1483,tt0163025,Jurassic Park III
1484,tt0364970,Babylon A.D.
1485,tt1562871,Ra.One
1486,tt0402022,Æon Flux
1487,tt0382992,Stealth
1488,tt0298814,The Core
1489,tt0133152,Planet of the Apes
1490,tt0300556,Timeline
1491,tt0185183,Battlefield Earth
1492,tt0268695,The Time Machine
1493,tt0118661,The Avengers
1494,tt0253754,Star Trek: Nemesis
1495,tt0094074,Superman IV: The Quest for Peace
1496,tt0149261,Deep Blue Sea
1497,tt0116225,Escape from L.A.
1498,tt0120844,Star Trek: Insurrection
1499,tt0114898,Waterworld
1500,tt0120201,Starship Troopers
1501,tt0111282,Stargate
1502,tt0100802,Total Recall
1503,tt0102975,Star Trek VI: The Undiscovered Country
1504,tt0089530,Mad Max Beyond Thunderdome
1505,tt0087182,Dune
1506,tt0088170,Star Trek III: The Search for Spock
1507,tt0087597,The Last Starfighter
1508,tt0084827,TRON
1509,tt0079574,Moonraker
1510,tt0084726,Star Trek II: The Wrath of Khan
1511,tt0082694,The Road Warrior
1512,tt0080745,Flash Gordon
1513,tt0082340,Escape from New York
1514,tt0081573,Superman II
1515,tt0079501,Mad Max
1516,tt0065462,Beneath the Planet of the Apes
1517,tt0078346,Superman
1518,tt0074812,Logan's Run
1519,tt0049223,Forbidden Planet
1520,tt0063442,Planet of the Apes
1521,tt0062622,2001: A Space Odyssey
1522,tt0054387,The Time Machine
1523,tt0083866,E.T. the Extra-Terrestrial
1524,tt1446714,Prometheus
1525,tt0079945,Star Trek: The Motion Picture
1526,tt0086837,2010: The Year We Make Contact
1527,tt0087544,Nausicaä of the Valley of the Wind
1528,tt0070544,Fantastic Planet
1529,tt1790864,The Maze Runner
1530,tt0343818,"I, Robot"
1531,tt0448011,Knowing
1532,tt1650062,Super 8
1533,tt2140379,Self/less
1534,tt0338337,Paycheck
1535,tt0216216,The 6th Day
1536,tt0120184,Sphere
1537,tt1418377,"I, Frankenstein"
1538,tt2467046,Left Behind
1539,tt0133093,The Matrix
1540,tt0103064,Terminator 2: Judgment Day
1541,tt0246894,Rollerball
1542,tt0088247,The Terminator
1543,tt1430132,The Wolverine
1544,tt10838180,The Matrix Resurrections
1545,tt0458525,X-Men Origins: Wolverine
1546,tt0234215,The Matrix Reloaded
1547,tt0242653,The Matrix Revolutions
1548,tt0181852,Terminator 3: Rise of the Machines
1549,tt0286716,Hulk
1550,tt0068408,Conquest of the Planet of the Apes
1551,tt0067065,Escape from the Planet of the Apes
1552,tt0069768,Battle for the Planet of the Apes
1553,tt0370032,Ultraviolet
1554,tt0118688,Batman & Robin
1555,tt0105698,Universal Soldier
1556,tt0115624,Barb Wire
1557,tt0176269,Universal Soldier: The Return
1558,tt0107978,RoboCop 3
1559,tt0113492,Judge Dredd
1560,tt0114857,Virtuosity
1561,tt0111438,Timecop
1562,tt0100502,RoboCop 2
1563,tt1234721,RoboCop
1564,tt0453467,Deja Vu
1565,tt0106950,Fortress
1566,tt1343727,Dredd
1567,tt0119094,Face/Off
1568,tt0082869,Outland
1569,tt7550000,Project Power
1570,tt0414852,District B13
1571,tt0093870,RoboCop
1572,tt0066921,A Clockwork Orange
1573,tt1389096,Stand Up Guys
1574,tt0327247,The Whole Ten Yards
1575,tt1334553,The Perfect Host
1576,tt1540133,The Guard
1577,tt0113161,Get Shorty
1578,tt0124198,Very Bad Things
1579,tt0111127,Serial Mom
1580,tt0155776,Jawbreaker
1581,tt0094142,Throw Momma from the Train
1582,tt0335245,The Ladykillers
1583,tt2404311,The Family
1584,tt0488085,Big Nothing
1585,tt0365485,The Matador
1586,tt0036613,Arsenic and Old Lace
1587,tt8206668,Bad Education
1588,tt0993846,The Wolf of Wall Street
1589,tt1045772,I Love You Phillip Morris
1590,tt4595882,Can You Ever Forgive Me?
1591,tt7349662,BlacKkKlansman
1592,tt2005151,War Dogs
1593,tt2837574,The Old Man & the Gun
1594,tt1130080,The Informant!
1595,tt0270288,Confessions of a Dangerous Mind
1596,tt2461150,Masterminds
1597,tt0419749,Find Me Guilty
1598,tt1704573,Bernie
1599,tt0283832,8 Women
1600,tt0299658,Chicago
1601,tt0395251,The Producers
1602,tt0041546,Kind Hearts and Coronets
1603,tt0048281,The Ladykillers
1604,tt0065063,Take the Money and Run
1605,tt1587707,Exit Through the Gift Shop
1606,tt0075066,The Pink Panther Strikes Again
1607,tt0118715,The Big Lebowski
1608,tt0208092,Snatch
1609,tt0095705,The Naked Gun: From the Files of Police Squad!
1610,tt0081562,Stir Crazy
1611,tt0095159,A Fish Called Wanda
1612,tt0093822,Raising Arizona
1613,tt0095031,Dirty Rotten Scoundrels
1614,tt0101700,Delicatessen
1615,tt0104952,My Cousin Vinny
1616,tt0097493,Heathers
1617,tt0091877,Ruthless People
1618,tt0109348,Bullets Over Broadway
1619,tt0098282,"See No Evil, Hear No Evil"
1620,tt0102510,The Naked Gun 2½: The Smell of Fear
1621,tt0102603,Oscar
1622,tt0139239,Go
1623,tt0096320,Twins
1624,tt0092925,Dragnet
1625,tt0110622,Naked Gun 33 1/3: The Final Insult
1626,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
1627,tt0310203,Ruby & Quentin
1628,tt0120693,Half Baked
1629,tt0122933,Analyze This
