primaryTitle,movieId,T_Const,startYear,averageRating,numVotes,Family,Biography,Musical,Reality-TV,Music,War,Action,Mystery,Sport,Drama,Short,Talk-Show,Game-Show,Fantasy,Documentary,Thriller,Adventure,Comedy,Romance,History,Film-Noir,Adult,Animation,News,Horror,Western,Sci-Fi,Crime
The Dreamers,7046,0309987,0.08527903200253444,0.010980485350032885,-0.04444379808639684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Mighty Wind,7090,0310281,0.08527903200253444,0.02568636770297414,-0.07986891207866843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bowling for Columbine,7099,0310793,0.07486236533586776,0.14333342652650352,-0.03539136374552447,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Master and Commander: The Far Side of the World,7143,0311113,0.08527903200253444,0.05509813240885651,-0.00656114117033012,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holes,7147,0311289,0.08527903200253444,-0.0037253970029082384,-0.05689180387677195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The League of Extraordinary Gentlemen,7149,0311429,0.08527903200253444,-0.18019598523820235,-0.02336723055159472,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wallace & Gromit: The Curse of the Were-Rabbit,7151,0312004,0.10611236533586776,0.06980401476179764,-0.039004992397169674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Runaway Jury,7153,0313542,0.08527903200253444,0.010980485350032885,-0.05333479358638479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Two Weeks Notice,7156,0313737,0.07486236533586776,-0.13607833817937887,-0.04546828437997146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Love Actually,7160,0314331,0.08527903200253444,0.08450989711473876,0.09173904555549509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Bruce Almighty,7162,0315327,0.08527903200253444,-0.04784304406173174,0.06206490335235988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21 Grams,7163,0315733,0.08527903200253444,0.09921577946768001,-0.0004654859792106337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Spider-Man 2,7173,0316654,0.09569569866920109,0.05509813240885651,0.15455482203232576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Bridget Jones: The Edge of Reason,7247,0317198,0.09569569866920109,-0.16549010288526111,-0.04708917624923049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Cars,7254,0317219,0.11652903200253444,0.02568636770297414,0.06716667676950369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
City of God,7265,0317248,0.07486236533586776,0.23156872064415052,0.19501170160315856,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hidalgo,7293,0317648,0.09569569866920109,-0.04784304406173174,-0.059242996094960754,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Incredibles,7317,0317705,0.09569569866920109,0.14333342652650352,0.18533110949751788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Italian Job,7318,0317740,0.08527903200253444,-0.0037253970029082384,0.04910121140674258,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Fog of War,7323,0317910,0.08527903200253444,0.15803930887944465,-0.08131612329920346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Mission: Impossible III,7324,0317919,0.11652903200253444,-0.018431279355849362,0.04455376235083463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Motorcycle Diaries,7325,0318462,0.09569569866920109,0.11392166182062113,-0.051950704187522595,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Apocalypse,7346,0318627,0.09569569866920109,-0.13607833817937887,-0.014583350870203073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Big Fish,7347,0319061,0.08527903200253444,0.14333342652650352,0.07703663434016284,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Day After Tomorrow,7360,0319262,0.09569569866920109,-0.09196069112055523,0.07927879795728039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Elf,7361,0319343,0.08527903200253444,-0.0037253970029082384,0.01006744199726061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kingdom of Heaven,7367,0320661,0.10611236533586776,0.02568636770297414,0.018813448585648568,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Underworld,7371,0320691,0.08527903200253444,-0.0037253970029082384,0.012035695163967637,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2 Fast 2 Furious,7373,0322259,0.08527903200253444,-0.16549010288526111,0.013439677500569151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Freaky Friday,7387,0322330,0.08527903200253444,-0.10666657347349649,-0.038024500100518534,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jackass: The Movie,7438,0322802,0.07486236533586776,-0.062548926414673,-0.054381850713163635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Lara Croft Tomb Raider: The Cradle of Life,7439,0325703,0.08527903200253444,-0.22431363229702586,-0.03774982453711802,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Last Samurai,7444,0325710,0.08527903200253444,0.11392166182062113,0.07589164275066737,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matchstick Men,7445,0325805,0.08527903200253444,0.04039225005591526,-0.04040782706428622,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Pirates of the Caribbean: The Curse of the Black Pearl,7451,0325980,0.08527903200253444,0.15803930887944465,0.33304382334181665,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mystic River,7454,0327056,0.08527903200253444,0.1286275441735624,0.08238477414007814,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Over the Hedge,7458,0327084,0.11652903200253444,-0.04784304406173174,-0.024105182030424235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Secondhand Lions,7482,0327137,0.08527903200253444,0.06980401476179764,-0.06858923382398298,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Stepford Wives,7569,0327162,0.09569569866920109,-0.25372539700290825,-0.0653600744497995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Coraline,8228,0327597,0.14777903200253442,0.09921577946768001,-0.0053775113748409965,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Rundown,8360,0327850,0.08527903200253444,-0.062548926414673,-0.049602954977788674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Man on Fire,8361,0328107,0.09569569866920109,0.09921577946768001,0.046927907958722634,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
American Wedding,8366,0328828,0.08527903200253444,-0.10666657347349649,-0.01202634325771138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dumb and Dumberer: When Harry Met Lloyd,8368,0329028,0.08527903200253444,-0.5331371617087906,-0.07535742333328924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Seabiscuit,8370,0329575,0.08527903200253444,0.04039225005591526,-0.0627016893661363,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Harry Potter and the Goblet of Fire,8371,0330373,0.10611236533586776,0.09921577946768001,0.14432411368689407,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Punisher,8373,0330793,0.09569569866920109,-0.09196069112055523,-0.029454852056319487,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Notebook,8376,0332280,0.09569569866920109,0.11392166182062113,0.12497937940489715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Saved!,8464,0332375,0.09569569866920109,-0.04784304406173174,-0.07272696487376008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
School of Rock,8528,0332379,0.08527903200253444,0.02568636770297414,0.025032669524648787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Troy,8529,0332452,0.09569569866920109,0.04039225005591526,0.11130413237860441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Garden State,8533,0333766,0.09569569866920109,0.05509813240885651,-0.007955177038061978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Legally Blonde 2: Red, White & Blonde",8622,0333780,0.08527903200253444,-0.3419606911205552,-0.06494079253129398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spellbound,8623,0334405,0.07486236533586776,0.08450989711473876,-0.0859133046994597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Girl with a Pearl Earring,8636,0335119,0.08527903200253444,-0.018431279355849362,-0.06068140851611108,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Ladykillers,8638,0335245,0.09569569866920109,-0.12137245582643762,-0.05056431944969047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Lost in Translation,8640,0335266,0.08527903200253444,0.09921577946768001,0.08101139632307557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Passion of the Christ,8641,0335345,0.09569569866920109,0.02568636770297414,-0.0022818642174079052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starsky & Hutch,8644,0335438,0.09569569866920109,-0.13607833817937887,-0.03432135322904642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13 Going on 30,8665,0337563,0.09569569866920109,-0.12137245582643762,-0.018236000284336928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Something's Gotta Give,8781,0337741,0.08527903200253444,-0.04784304406173174,-0.044088403102554116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Live Free or Die Hard,8783,0337978,0.1269456986692011,0.010980485350032885,0.0641142584960041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eternal Sunshine of the Spotless Mind,8784,0338013,0.09569569866920109,0.18745107358532714,0.2881343687258326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Paycheck,8798,0338337,0.08527903200253444,-0.10666657347349649,-0.049038684147683156,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Polar Express,8807,0338348,0.09569569866920109,-0.062548926414673,-0.012636520867215307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Van Helsing,8810,0338526,0.09569569866920109,-0.15078422053232,0.010241122645984613,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Aviator,8861,0338751,0.09569569866920109,0.06980401476179764,0.04641987293338018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Series of Unfortunate Events,8865,0339291,0.09569569866920109,-0.033137161708790615,-0.011062300890344674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Station Agent,8873,0340377,0.08527903200253444,0.08450989711473876,-0.06366381895102807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Monster,8874,0340855,0.08527903200253444,0.04039225005591526,-0.0329609823328734,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Along Came Polly,8907,0343135,0.09569569866920109,-0.15078422053232,-0.03881562693215121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
50 First Dates,8910,0343660,0.09569569866920109,-0.033137161708790615,0.04399829032011381,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"I, Robot",8914,0343818,0.09569569866920109,0.010980485350032885,0.11368745934237211,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sky Captain and the World of Tomorrow,8917,0346156,0.09569569866920109,-0.13607833817937887,-0.05814888451929854,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Howl's Moving Castle,8949,0347149,0.09569569866920109,0.17274519123238577,0.05682196658856595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Superman Returns,8950,0348150,0.11652903200253444,-0.13607833817937887,0.017415204596471858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Waiting...,8957,0348333,0.10611236533586776,-0.04784304406173174,-0.053167998954570556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
King Arthur,8958,0349683,0.09569569866920109,-0.10666657347349649,-0.02653365066060037,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ocean's Twelve,8961,0349903,0.09569569866920109,-0.07725480876761412,0.05714713960930472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ray,8965,0350258,0.09569569866920109,0.09921577946768001,-0.03432517879399629,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,8969,0351283,0.10611236533586776,-0.018431279355849362,0.06182351020402321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cinderella Man,8970,0352248,0.10611236533586776,0.14333342652650352,-0.019147632411890447,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Science of Sleep,8972,0354899,0.11652903200253444,0.02568636770297414,-0.06407812763509878,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Brothers Grimm,8981,0355295,0.10611236533586776,-0.16549010288526111,-0.04429498360984698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
EuroTrip,8983,0356150,0.09569569866920109,-0.062548926414673,-0.010720295383826484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I Heart Huckabees,8984,0356721,0.09569569866920109,-0.062548926414673,-0.0659480637825942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mr. & Mrs. Smith,8985,0356910,0.10611236533586776,-0.07725480876761412,0.09640967780278878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Anchorman: The Legend of Ron Burgundy,26662,0357413,0.09569569866920109,0.010980485350032885,0.044827672801245166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Robots,26776,0358082,0.10611236533586776,-0.09196069112055523,-0.034766266432716054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Walk the Line,27706,0358273,0.10611236533586776,0.11392166182062113,0.004779746123553222,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade: Trinity,27773,0359013,0.09569569866920109,-0.18019598523820235,-0.022972432248768358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Secret Life of Walter Mitty,27801,0359950,0.1894456986692011,0.04039225005591526,0.029749208551340903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Constantine,27808,0360486,0.10611236533586776,-0.0037253970029082384,0.03897341075846234,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
King Kong,27815,0360717,0.10611236533586776,0.02568636770297414,0.0698824453274149,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fahrenheit 9/11,27831,0361596,0.09569569866920109,0.06980401476179764,-0.04105664287978382,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inglourious Basterds,27904,0361748,0.14777903200253442,0.18745107358532714,0.4495081750061095,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Machinist,30707,0361862,0.09569569866920109,0.09921577946768001,0.05682196658856595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 4,30749,0362120,0.11652903200253444,-0.2831371617087906,-0.04429077548840213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Terminal,30793,0362227,0.09569569866920109,0.05509813240885651,0.0823912776004929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Life Aquatic with Steve Zissou,30810,0362270,0.09569569866920109,0.02568636770297414,-0.015615870850172416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Downfall,30812,0363163,0.09569569866920109,0.17274519123238577,0.04425804618020984,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Blind Swordsman: Zatoichi,30816,0363226,0.08527903200253444,0.06980401476179764,-0.07164853811439233,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Dawn of the Dead,30822,0363547,0.09569569866920109,0.04039225005591526,0.006382275281052879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",30825,0363771,0.10611236533586776,-0.018431279355849362,0.06001248775675576,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secret Window,31410,0363988,0.09569569866920109,-0.07725480876761412,-0.015600186033877956,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oldboy,31433,0364569,0.08527903200253444,0.20215695593826827,0.1266083049605509,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodgeball: A True Underdog Story,31658,0364725,0.09569569866920109,-0.04784304406173174,0.004013485464094685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Syriana,31685,0365737,0.10611236533586776,-0.018431279355849362,-0.04079267889824294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shaun of the Dead,31696,0365748,0.09569569866920109,0.1286275441735624,0.1202027790084921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Happy Feet,31878,0366548,0.11652903200253444,-0.09196069112055523,-0.020074184242748448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Harold & Kumar Go to White Castle,32031,0366551,0.09569569866920109,-0.0037253970029082384,-0.015979682076904853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charlie and the Chocolate Factory,32587,0367594,0.10611236533586776,-0.04784304406173174,0.09040774895294106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Indiana Jones and the Kingdom of the Crystal Skull,33004,0367882,0.13736236533586776,-0.13607833817937887,0.08169158177116208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Manchurian Candidate,33162,0368008,0.09569569866920109,-0.062548926414673,-0.04824602709007053,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Village,33166,0368447,0.09569569866920109,-0.062548926414673,0.008680674702933504,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
National Treasure,33493,0368891,0.09569569866920109,-0.018431279355849362,0.035337976386602896,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ong-Bak: The Thai Warrior,33615,0368909,0.08527903200253444,0.010980485350032885,-0.06205708167208357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Collateral,33660,0369339,0.09569569866920109,0.06980401476179764,0.06075005667909029,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fun with Dick and Jane,33679,0369441,0.10611236533586776,-0.13607833817937887,-0.03505968726437092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Jurassic World,33794,0369610,0.21027903200253442,-0.018431279355849362,0.15229544337293377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Ultraviolet,33836,0370032,0.11652903200253444,-0.40078422053232,-0.059243378651455736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alien vs. Predator,34048,0370263,0.09569569866920109,-0.20960774994408474,-0.01543912974948852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Spanglish,34072,0371246,0.09569569866920109,-0.09196069112055523,-0.058481708669937044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Hitchhiker's Guide to the Galaxy,34150,0371724,0.10611236533586776,-0.04784304406173174,-0.014846932295248971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Iron Man,34162,0371746,0.13736236533586776,0.1286275441735624,0.3069209530816438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Bourne Supremacy,34319,0372183,0.09569569866920109,0.09921577946768001,0.08539893676407904,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Wedding Date,34405,0372532,0.10611236533586776,-0.13607833817937887,-0.07062328670782773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Team America: World Police,34437,0372588,0.09569569866920109,0.02568636770297414,-0.026053924815886937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Batman Begins,34520,0372784,0.10611236533586776,0.17274519123238577,0.46096229902250896,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Chorus,35836,0372824,0.09569569866920109,0.11392166182062113,-0.06691325381944586,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kung Fu Hustle,36401,0373074,0.09569569866920109,0.09921577946768001,-0.03765801097832119,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kiss Kiss Bang Bang,36517,0373469,0.10611236533586776,0.06980401476179764,-0.004105511029009926,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Harry Potter and the Order of the Phoenix,36519,0373889,0.1269456986692011,0.06980401476179764,0.12757655544936244,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bewitched,36529,0374536,0.10611236533586776,-0.3272548087676141,-0.06289105483115477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Napoleon Dynamite,37384,0374900,0.09569569866920109,-0.018431279355849362,-0.007518680077282052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sideways,37386,0375063,0.09569569866920109,0.06980401476179764,-0.017645715612572315,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Crash,37727,0375679,0.09569569866920109,0.11392166182062113,0.07579141294898084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
